"","ID","Sample","Dataset_description","Chip_ID","Series","Chip_description","PMID","Cell_description","Cell_type","Class"
"636","Hs.42.PB.T_cell.CD4..pos.sel.r8","T_cell:cd4.:pos.sel.3","human CD4 and CD8 T cells, negatively (N) or positively (P) selected","GSM372807","GSE14926","P_CD4_8","n/a","T_cells","T cell","T cell"
"637","Hs.42.PB.T_cell.CD4..pos.sel.r10","T_cell:cd4.:pos.sel.4","human CD4 and CD8 T cells, negatively (N) or positively (P) selected","GSM372808","GSE14926","P_CD4_10","n/a","T_cells","T cell","T cell"
"638","Hs.42.PB.T_cell.CD8..neg.sel.r1","T_cell:cd8.:neg.sel.1","human CD4 and CD8 T cells, negatively (N) or positively (P) selected","GSM372809","GSE14926","N_CD8_1","n/a","T_cells","T cell","T cell"
"639","Hs.42.PB.T_cell.CD8..neg.sel.r2","T_cell:cd8.:neg.sel.2","human CD4 and CD8 T cells, negatively (N) or positively (P) selected","GSM372810","GSE14926","N_CD8_2","n/a","T_cells","T cell","T cell"
"640","Hs.42.PB.T_cell.CD8..neg.sel.r3","T_cell:cd8.:neg.sel.3","human CD4 and CD8 T cells, negatively (N) or positively (P) selected","GSM372811","GSE14926","N_CD8_3","n/a","T_cells","T cell","T cell"
"641","Hs.42.PB.T_cell.CD8..neg.sel.r4","T_cell:cd8.:neg.sel.4","human CD4 and CD8 T cells, negatively (N) or positively (P) selected","GSM372812","GSE14926","N_CD8_4","n/a","T_cells","T cell","T cell"
"642","Hs.42.PB.T_cell.CD8..neg.sel.r5","T_cell:cd8.:neg.sel.5","human CD4 and CD8 T cells, negatively (N) or positively (P) selected","GSM372813","GSE14926","N_CD8_5","n/a","T_cells","T cell","T cell"
"643","Hs.42.PB.T_cell.CD8..pos.sel.r7","T_cell:cd8.:pos.sel.1","human CD4 and CD8 T cells, negatively (N) or positively (P) selected","GSM372814","GSE14926","P_CD8_7","n/a","T_cells","T cell","T cell"
"644","Hs.42.PB.T_cell.CD8..pos.sel.r8","T_cell:cd8.:pos.sel.2","human CD4 and CD8 T cells, negatively (N) or positively (P) selected","GSM372815","GSE14926","P_CD8_8","n/a","T_cells","T cell","T cell"
"645","Hs.42.PB.T_cell.CD8..pos.sel.r9","T_cell:cd8.:pos.sel.3","human CD4 and CD8 T cells, negatively (N) or positively (P) selected","GSM372816","GSE14926","P_CD8_9","n/a","T_cells","T cell","T cell"
"646","Hs.42.PB.T_cell.CD8..pos.sel.r10","T_cell:cd8.:pos.sel.4","human CD4 and CD8 T cells, negatively (N) or positively (P) selected","GSM372817","GSE14926","P_CD8_10","n/a","T_cells","T cell","T cell"
"647","Hs.42.PB.T_cell.CD8..pos.sel.r11","T_cell:cd8.:pos.sel.5","human CD4 and CD8 T cells, negatively (N) or positively (P) selected","GSM372818","GSE14926","P_CD8_11","n/a","T_cells","T cell","T cell"
"648","Hs.116.T_cells.CD8._Central_memory_.r1","T_cell:cd8._central_memory.1","Tcell CD8. Central memory","TW1681_u133plus2_061004.CEL","Tim Willinger","r1","n/a","T_cells","T cell","CD8 T cell"
"649","Hs.116.T_cells.CD8._Central_memory_.r2","T_cell:cd8._central_memory.2","Tcell CD8. Central memory","TW1685_u133plus2_061004.CEL","Tim Willinger","r2","n/a","T_cells","T cell","CD8 T cell"
"650","Hs.116.T_cells.CD8._Central_memory_.r3","T_cell:cd8._central_memory.3","Tcell CD8. Central memory","TW1689_u133plus2_061004.CEL","Tim Willinger","r3","n/a","T_cells","T cell","CD8 T cell"
"651","Hs.115.T_cell.CD8..r1","T_cell:cd8..1","Tcell_CD8","HH1765_UI33plus2_201004.CEL","Paul Lyons",NA,"n/a","T_cells","T cell","CD8 T cell"
"652","Hs.115.T_cell.CD4..r2","T_cell:cd4..1","Tcell_CD4","HH1769_UI33plus2_201004.CEL","Paul Lyons",NA,"n/a","T_cells","T cell","CD4 T cell"
"653","Hs.115.T_cell.CD8..r3","T_cell:cd8..1","Tcell_CD8","HH1770_U133plus2_041104.CEL","Paul Lyons",NA,"n/a","T_cells","T cell","CD8 T cell"
"654","Hs.115.T_cell.CD4..r4","T_cell:cd4..1","Tcell_CD4","HH1774realigned_u133plus2_211004.CEL","Paul Lyons",NA,"n/a","T_cells","T cell","CD4 T cell"
"655","Hs.115.T_cell.CD8..r5","T_cell:cd8..1","Tcell_CD8","HH1775_u133plus2_211004.CEL","Paul Lyons",NA,"n/a","T_cells","T cell","CD8 T cell"
"656","Hs.115.T_cell.CD8..r6","T_cell:cd8..2","Tcell_CD8","HH1780_u133plus2_211004.CEL","Paul Lyons",NA,"n/a","T_cells","T cell","CD8 T cell"
"657","Hs.115.T_cell.CD8..r7","T_cell:cd8..3","Tcell_CD8","HH1788_U133plus2_091104.CEL","Paul Lyons",NA,"n/a","T_cells","T cell","CD8 T cell"
"658","Hs.115.T_cell.CD4..r8","T_cell:cd4..1","Tcell_CD4","HH1792_u133plus2_251104.CEL","Paul Lyons",NA,"n/a","T_cells","T cell","CD4 T cell"
"659","Hs.115.T_cell.CD8..r9","T_cell:cd8..1","Tcell_CD8","HH1793_u133plus2_251104.CEL","Paul Lyons",NA,"n/a","T_cells","T cell","CD8 T cell"
"660","Hs.116.T_cell.CD8._effector_memory_RA.r1","T_cell:cd8._effector_memory_ra.1","Tcell CD8. Effector memory RA","TW1678_u133plus2_061004.CEL","Tim Willinger",NA,"n/a","T_cells","T cell","CD8 T cell"
"661","Hs.116.T_cell.CD8._effector_memory_RA.r2","T_cell:cd8._effector_memory_ra.2","Tcell CD8. Effector memory RA","TW1682_u133plus2_061004.CEL","Tim Willinger",NA,"n/a","T_cells","T cell","CD8 T cell"
"662","Hs.116.T_cell.CD8._effector_memory_RA.r3","T_cell:cd8._effector_memory_ra.3","Tcell CD8. Effector memory RA","TW1686_u133plus2_061004.CEL","Tim Willinger",NA,"n/a","T_cells","T cell","CD8 T cell"
"663","Hs.116.T_cell.CD8._effector_memory_RA.r4","T_cell:cd8._effector_memory_ra.4","Tcell CD8. Effector memory RA","TW1690_u133plus2_061004.CEL","Tim Willinger",NA,"n/a","T_cells","T cell","CD8 T cell"
"664","Hs.116.T_cell.CD8._effector_memory.r1","T_cell:cd8._effector_memory.1","Tcell CD8. Effector memory","TW1675_u133plus2_061004.CEL","Tim Willinger",NA,"n/a","T_cells","T cell","CD8 T cell"
"665","Hs.116.T_cell.CD8._effector_memory.r2","T_cell:cd8._effector_memory.2","Tcell CD8. Effector memory","TW1679_u133plus2_061004.CEL","Tim Willinger",NA,"n/a","T_cells","T cell","CD8 T cell"
"666","Hs.116.T_cell.CD8._effector_memory.r3","T_cell:cd8._effector_memory.3","Tcell CD8. Effector memory","TW1683_u133plus2_061004.CEL","Tim Willinger",NA,"n/a","T_cells","T cell","CD8 T cell"
"667","Hs.116.T_cell.CD8._effector_memory.r4","T_cell:cd8._effector_memory.4","Tcell CD8. Effector memory","TW1687_u133plus2_061004.CEL","Tim Willinger",NA,"n/a","T_cells","T cell","CD8 T cell"
"668","Hs.116.T_cell.CD8._na.ve.r1","T_cell:cd8._naive.1","Tcell CD8. Naive CD8.","TW1676_u133plus2_061004.CEL","Tim Willinger",NA,"n/a","T_cells","T cell","CD8 T cell"
"669","Hs.116.T_cell.CD8._na.ve.r2","T_cell:cd8._naive.2","Tcell CD8. Naive CD8.","TW1680_u133plus2_061004.CEL","Tim Willinger",NA,"n/a","T_cells","T cell","CD8 T cell"
"670","Hs.116.T_cell.CD8._na.ve.r3","T_cell:cd8._naive.3","Tcell CD8. Naive CD8.","TW1684_u133plus2_061004.CEL","Tim Willinger",NA,"n/a","T_cells","T cell","CD8 T cell"
"671","Hs.116.T_cell.CD8._na.ve.r4","T_cell:cd8._naive.4","Tcell CD8. Naive CD8.","TW1688_u133plus2_061004.CEL","Tim Willinger",NA,"n/a","T_cells","T cell","CD8 T cell"
"672","Hs.37.PB.T_cell.gamma.delta.r1","T_cell:gamma.delta.1","gamma.delta T.cells from healthy volunteers","GSM349848","GSE13906","normal gamma.delta T cell duplicate 1","20132662","T_cells","T cell","T cell"
"673","Hs.37.PB.T_cell.gamma.delta.r2","T_cell:gamma.delta.2","gamma.delta T.cells from healthy volunteers","GSM349849","GSE13906","normal gamma.delta T cell duplicate 2","20132662","T_cells","T cell","T cell"
"674","Hs.76.PB.T_cell.Treg.na.ve.r1","T_cell:treg:naive.1","unstimulated regulatory T cells (Tregs) and naive CD4. T cells","GSM547998","GSE22045","Unstimulated nTreg cells, replicate 1","n/a","T_cells","T cell","Treg"
"675","Hs.76.PB.T_cell.Treg.na.ve.r2","T_cell:treg:naive.2","unstimulated regulatory T cells (Tregs) and naive CD4. T cells","GSM547999","GSE22045","Unstimulated nTreg cells, replicate 2","n/a","T_cells","T cell","Treg"
"676","Hs.76.PB.T_cell.CD4..na.ve.r1","T_cell:treg:naive.3","unstimulated regulatory T cells (Tregs) and naive CD4. T cells","GSM548000","GSE22045","Unstimulated naive CD4 cells replicate 1","n/a","T_cells","T cell","CD4 T cell"
"677","Hs.76.PB.T_cell.CD4..na.ve.r2","T_cell:treg:naive.4","unstimulated regulatory T cells (Tregs) and naive CD4. T cells","GSM548001","GSE22045","Unstimulated naive CD4 cells replicate 2","n/a","T_cells","T cell","CD4 T cell"
"678","Hs.96.PB.T_cell.effector.RA.","T_cell:effector:mixed.1","naive T cells from peripheral blood stimulated with anti.CD3 and anti.CD28 antibodies in the presence or absence of retinoid acid, IL.12, and 1,25 (OH)2 vitamin D3","GSM153893","GSE6743","Retinoid Acid stimulated T effector cells","17259988","T_cells","T cell","T cell"
"679","Hs.96.PB.T_cell.effector.cntrl.","T_cell:effector:mixed.2","naive T cells from peripheral blood stimulated with anti.CD3 and anti.CD28 antibodies in the presence or absence of retinoid acid, IL.12, and 1,25 (OH)2 vitamin D3","GSM154073","GSE6743","Unstimulated T effector cells","17259988","T_cells","T cell","T cell"
"680","Hs.96.PB.T_cell.effector.IL.12.","T_cell:effector:mixed.3","naive T cells from peripheral blood stimulated with anti.CD3 and anti.CD28 antibodies in the presence or absence of retinoid acid, IL.12, and 1,25 (OH)2 vitamin D3","GSM154077","GSE6743","IL.12 stimulated T effector cells","17259988","T_cells","T cell","T cell"
"681","Hs.96.PB.T_cell.effector.1.25.OH.2_vit_D3.","T_cell:effector:mixed.4","naive T cells from peripheral blood stimulated with anti.CD3 and anti.CD28 antibodies in the presence or absence of retinoid acid, IL.12, and 1,25 (OH)2 vitamin D3","GSM154078","GSE6743","1,25(OH)2 vitamin D3 stimulated T effector cells","17259988","T_cells","T cell","T cell"
"682","Hs.96.PB.T_cell.CCR10.CLA..1.25.OH.2_vit_D3.IL.12.","T_cell:effector:mixed.5","naive T cells from peripheral blood stimulated with anti.CD3 and anti.CD28 antibodies in the presence or absence of retinoid acid, IL.12, and 1,25 (OH)2 vitamin D3","GSM154081","GSE6743","1,25(OH)2 vitamin D3 plus IL.12 stimulated CCR10.positive CLA.positive T cells","17259988","T_cells","T cell","T cell"
"683","Hs.96.PB.T_cell.CCR10.CLA..1.25.OH.2_vit_D3.IL.12.","T_cell:effector:mixed.6","naive T cells from peripheral blood stimulated with anti.CD3 and anti.CD28 antibodies in the presence or absence of retinoid acid, IL.12, and 1,25 (OH)2 vitamin D3","GSM154084","GSE6743","1,25(OH)2 vitamin D3 plus IL.12 stimulated CCR10.negative CLA.positive T cells","17259988","T_cells","T cell","T cell"
"684","Hs.106.PB.NK_cell.cntrl.","Nk_cell:cntrl.1","resting and IL2 activated human natural killer cells","GSM198942","GSE8059","Resting_NK","17623099","NK_cell","NK","NK"
"685","Hs.106.PB.NK_cell.IL2.2h.","Nk_cell.il2.1","resting and IL2 activated human natural killer cells","GSM198943","GSE8059","NK_time2hours","17623099","NK_cell","NK","NK"
"686","Hs.106.PB.NK_cell.IL2.8h.","Nk_cell.il2.2","resting and IL2 activated human natural killer cells","GSM198944","GSE8059","NK_timepoint8hours","17623099","NK_cell","NK","NK"
"687","Hs.106.PB.NK_cell.IL2.24h.","Nk_cell.il2.3","resting and IL2 activated human natural killer cells","GSM198945","GSE8059","NK_timepoint24hours","17623099","NK_cell","NK","NK"
"688","Hs.74.PB.NK_cell.CD56hiCD62L..r1","Nk_cell:cd56hicd62l..1","CD62L. and CD62L. NK cell","GSM542578","GSE21774","CD3. CD56bright CD62L. NK cells","n/a","NK_cell","NK","NK"
"689","Hs.74.PB.NK_cell.CD56hiCD62L..r2","Nk_cell:cd56hicd62l..1","CD62L. and CD62L. NK cell","GSM542578","GSE21774","CD3. CD56bright CD62L. NK cells","n/a","NK_cell","NK","NK"
"690","Hs.74.PB.NK_cell.CD56hiCD62L..r3","Nk_cell:cd56hicd62l..1","CD62L. and CD62L. NK cell","GSM542578","GSE21774","CD3. CD56bright CD62L. NK cells","n/a","NK_cell","NK","NK"
"691","Hs.74.PB.NK_cell.CD56hiCD62L..r4","Nk_cell:cd56hicd62l..4","CD62L. and CD62L. NK cell","GSM542578","GSE21774","CD3. CD56dim CD62L. NK cells","n/a","NK_cell","NK","NK"
"692","Hs.74.PB.NK_cell.CD56hiCD62L..r5","Nk_cell:cd56hicd62l..4","CD62L. and CD62L. NK cell","GSM542578","GSE21774","CD3. CD56dim CD62L. NK cells","n/a","NK_cell","NK","NK"
"693","Hs.74.PB.NK_cell.CD56hiCD62L..r6","Nk_cell:cd56hicd62l..4","CD62L. and CD62L. NK cell","GSM542578","GSE21774","CD3. CD56dim CD62L. NK cells","n/a","NK_cell","NK","NK"
"694","Hs.74.PB.NK_cell.CD56loCD62L..r1","Nk_cell:cd56locd62l..1","CD62L. and CD62L. NK cell","GSM542578","GSE21774","CD3. CD56dim CD62L. NK cells","n/a","NK_cell","NK","NK"
"695","Hs.74.PB.NK_cell.CD56loCD62L..r2","Nk_cell:cd56locd62l..1","CD62L. and CD62L. NK cell","GSM542578","GSE21774","CD3. CD56dim CD62L. NK cells","n/a","NK_cell","NK","NK"
"696","Hs.74.PB.NK_cell.CD56loCD62L..r3","Nk_cell:cd56locd62l..1","CD62L. and CD62L. NK cell","GSM542578","GSE21774","CD3. CD56dim CD62L. NK cells","n/a","NK_cell","NK","NK"
"697","Hs.114.Neutrophil.CD16..","Neutrophil:cntrl.1","Neutrophil_CD16.ve","HH1713_u133plus2_011004.CEL","Mel Greaves",NA,"n/a","Neutrophils","Neutrop","Neutrop"
"698","Hs.114.Neutrophil.CD16..","Neutrophil:cntrl.2","Neutrophil_CD16.ve","HH1712_u133plus2_011004.CEL","Mel Greaves",NA,"n/a","Neutrophils","Neutrop","Neutrop"
"699","Hs.114.Neutrophil.CD16..","Neutrophil:cntrl.3","Neutrophil_CD16.ve","HH1714_u133plus2_011004.CEL","Mel Greaves",NA,"n/a","Neutrophils","Neutrop","Neutrop"
"700","Hs.39.PB.Neutrophils.cntrl_30min.","Neutrophil:cntrl.4","Impact of anti.inflammatory agents on the gene expression profile of stimulated human neutrophils","GSM361266","GSE14465","PMN_ctrl_30min","19295914","Neutrophils","Neutrop","Neutrop"
"701","Hs.39.PB.Neutrophils.inflam_30min.","Neutrophil:mixed_treated.1","Impact of anti.inflammatory agents on the gene expression profile of stimulated human neutrophils","GSM361272","GSE14465","PMN_inflam_30min","19295914","Neutrophils","Neutrop","Neutrop"
"702","Hs.39.PB.Neutrophils.inflam.CGS21680_30min.","Neutrophil:mixed_treated.2","Impact of anti.inflammatory agents on the gene expression profile of stimulated human neutrophils","GSM361278","GSE14465","PMN_inflam.CGS_30min","19295914","Neutrophils","Neutrop","Neutrop"
"703","Hs.39.PB.Neutrophils.inflam.PGE2_30min.","Neutrophil:mixed_treated.3","Impact of anti.inflammatory agents on the gene expression profile of stimulated human neutrophils","GSM361283","GSE14465","PMN_inflam.PGE2_30min","19295914","Neutrophils","Neutrop","Neutrop"
"704","Hs.39.PB.Neutrophils.inflam.RO20.1724.forskolin_30min.","Neutrophil:mixed_treated.4","Impact of anti.inflammatory agents on the gene expression profile of stimulated human neutrophils","GSM361285","GSE14465","PMN_inflam.RO.F_30min","19295914","Neutrophils","Neutrop","Neutrop"
"705","Hs.62.PB.Neutrophils.cntrl_1h.r1","Neutrophil:cntrl.1","human neutrophils exposed to uropathogenic and commensal Esherichia coli.","GSM466518","GSE18810","PMN_mock_60min_rep1","n/a","Neutrophils","Neutrop","Neutrop"
"706","Hs.62.PB.Neutrophils.cntrl_1h.r2","Neutrophil:cntrl.2","human neutrophils exposed to uropathogenic and commensal Esherichia coli.","GSM466519","GSE18810","PMN_mock_60min_rep2","n/a","Neutrophils","Neutrop","Neutrop"
"707","Hs.62.PB.Neutrophils.uropathogenic_E._coli_UTI89_1h.r2","Neutrophil.e._coli_1h.1","human neutrophils exposed to uropathogenic and commensal Esherichia coli.","GSM466515","GSE18810","PMN_UTI89_60min_rep2","n/a","Neutrophils","Neutrop","Neutrop"
"708","Hs.62.PB.Neutrophils.commensal_E._coli_MG1655_1h.r1","Neutrophil.e._coli_1h.2","human neutrophils exposed to uropathogenic and commensal Esherichia coli.","GSM466516","GSE18810","PMN_MG1655_60min_rep1","n/a","Neutrophils","Neutrop","Neutrop"
"709","Hs.62.PB.Neutrophils.commensal_E._coli_MG1655_1h.r2","Neutrophil.e._coli_1h.3","human neutrophils exposed to uropathogenic and commensal Esherichia coli.","GSM466517","GSE18810","PMN_MG1655_60min_rep2","n/a","Neutrophils","Neutrop","Neutrop"
"710","Hs.77.PB.Neutrophils.LPS_16h.r1","Neutrophil.lps_16h.1","Blood neutrophils: untimulated, ex vivo activation with either Escherichia coli lipopolysaccharide (LPS), or with granulocyte.macrophage colony.simulating factor (GM.CSF) and interferon.gamma (INF.g)","GSM549577","GSE22103","LPS_1","n/a","Neutrophils","Neutrop","Neutrop"
"711","Hs.77.PB.Neutrophils.LPS_16h.r2","Neutrophil.lps_16h.2","Blood neutrophils: untimulated, ex vivo activation with either Escherichia coli lipopolysaccharide (LPS), or with granulocyte.macrophage colony.simulating factor (GM.CSF) and interferon.gamma (INF.g)","GSM549578","GSE22103","LPS_2","n/a","Neutrophils","Neutrop","Neutrop"
"712","Hs.77.PB.Neutrophils.LPS_16h.r3","Neutrophil.lps_16h.3","Blood neutrophils: untimulated, ex vivo activation with either Escherichia coli lipopolysaccharide (LPS), or with granulocyte.macrophage colony.simulating factor (GM.CSF) and interferon.gamma (INF.g)","GSM549579","GSE22103","LPS_3","n/a","Neutrophils","Neutrop","Neutrop"
"713","Hs.77.PB.Neutrophils.LPS_16h.r4","Neutrophil.lps_16h.4","Blood neutrophils: untimulated, ex vivo activation with either Escherichia coli lipopolysaccharide (LPS), or with granulocyte.macrophage colony.simulating factor (GM.CSF) and interferon.gamma (INF.g)","GSM549580","GSE22103","LPS_4","n/a","Neutrophils","Neutrop","Neutrop"
"714","Hs.77.PB.Neutrophils.GM.CSF_IFNg_16h.r1","Neutrophil.gm.csf_ifng_16h.1","Blood neutrophils: untimulated, ex vivo activation with either Escherichia coli lipopolysaccharide (LPS), or with granulocyte.macrophage colony.simulating factor (GM.CSF) and interferon.gamma (INF.g)","GSM549581","GSE22103","GM.CSF_IFNg_1","n/a","Neutrophils","Neutrop","Neutrop"
"715","Hs.77.PB.Neutrophils.GM.CSF_IFNg_16h.r2","Neutrophil.gm.csf_ifng_16h.2","Blood neutrophils: untimulated, ex vivo activation with either Escherichia coli lipopolysaccharide (LPS), or with granulocyte.macrophage colony.simulating factor (GM.CSF) and interferon.gamma (INF.g)","GSM549582","GSE22103","GM.CSF_IFNg_2","n/a","Neutrophils","Neutrop","Neutrop"
"716","Hs.77.PB.Neutrophils.GM.CSF_IFNg_16h.r3","Neutrophil.gm.csf_ifng_16h.3","Blood neutrophils: untimulated, ex vivo activation with either Escherichia coli lipopolysaccharide (LPS), or with granulocyte.macrophage colony.simulating factor (GM.CSF) and interferon.gamma (INF.g)","GSM549583","GSE22103","GM.CSF_IFNg_3","n/a","Neutrophils","Neutrop","Neutrop"
"717","Hs.77.PB.Neutrophils.GM.CSF_IFNg_16h.r4","Neutrophil.gm.csf_ifng_16h.4","Blood neutrophils: untimulated, ex vivo activation with either Escherichia coli lipopolysaccharide (LPS), or with granulocyte.macrophage colony.simulating factor (GM.CSF) and interferon.gamma (INF.g)","GSM549584","GSE22103","GM.CSF_IFNg_4","n/a","Neutrophils","Neutrop","Neutrop"
"718","Hs.115.B_cell.r1","B_cell.1","Bcell_CD19","HH1763_UI33plus2_201004.CEL","Paul Lyons","r1","n/a","B_cell","B cell","B cell"
"719","Hs.115.B_cell.r2","B_cell.2","Bcell_CD19","HH1778_u133plus2_211004.CEL","Paul Lyons","r2","n/a","B_cell","B cell","B cell"
"720","Hs.115.B_cell.r3","B_cell.3","Bcell_CD19","HH1786_U133plus2_091104.CEL","Paul Lyons","r3","n/a","B_cell","B cell","B cell"
"721","Hs.115.B_cell.r4","B_cell.4","Bcell_CD19","HH1791_u133plus2_251104.CEL","Paul Lyons","r4","n/a","B_cell","B cell","B cell"
"722","Hs.25.tonsil.B_cell.Na.ve.r39","Tonsil:b_cell:naive.1","B cell subsets","GSM310435","GSE12366","tonsil_r39","19023113","B_cell","B cell","B cell"
"723","Hs.25.tonsil.B_cell.Na.ve.r41","Tonsil:b_cell:naive.2","B cell subsets","GSM310436","GSE12366","tonsil_r41","19023113","B_cell","B cell","B cell"
"724","Hs.25.tonsil.B_cell.Na.ve.r48","Tonsil:b_cell:naive.3","B cell subsets","GSM310437","GSE12366","tonsil_r48","19023113","B_cell","B cell","B cell"
"725","Hs.25.tonsil.B_cell.Germinal_center.r40","Tonsil:b_cell:germinal_center.1","B cell subsets","GSM310429","GSE12366","tonsil_r40","19023113","B_cell","B cell","B cell"
"726","Hs.25.tonsil.B_cell.Germinal_cente.r43","Tonsil:b_cell:germinal_center.2","B cell subsets","GSM310430","GSE12366","tonsil_r43","19023113","B_cell","B cell","B cell"
"727","Hs.25.tonsil.B_cell.Germinal_cente.r50","Tonsil:b_cell:germinal_center.3","B cell subsets","GSM310431","GSE12366","tonsil_r50","19023113","B_cell","B cell","B cell"
"728","Hs.25.tonsil.B_cell.Memory.r28","Tonsil:b_cell:memory.1","B cell subsets","GSM310438","GSE12366","tonsil_r28","19023113","B_cell","B cell","B cell"
"729","Hs.25.tonsil.B_cell.Memory.r36","Tonsil:b_cell:memory.2","B cell subsets","GSM310439","GSE12366","tonsil_r36","19023113","B_cell","B cell","B cell"
"730","Hs.25.tonsil.B_cell.Memory.r38","Tonsil:b_cell:memory.3","B cell subsets","GSM310440","GSE12366","tonsil_r38","19023113","B_cell","B cell","B cell"
"731","Hs.25.tonsil.B_cell.Plasma_cell.r30","Tonsil:b_cell:plasma_cell.1","B cell subsets","GSM310432","GSE12366","tonsil_r30","19023113","B_cell","B cell","B cell"
"732","Hs.25.tonsil.B_cell.Plasma_cell.r33","Tonsil:b_cell:plasma_cell.2","B cell subsets","GSM310433","GSE12366","tonsil_r33","19023113","B_cell","B cell","B cell"
"733","Hs.25.tonsil.B_cell.Plasma_cell.r44","Tonsil:b_cell:plasma_cell.3","B cell subsets","GSM310434","GSE12366","tonsil_r44","19023113","B_cell","B cell","B cell"
"734","Hs.45.tonsil.B_cell.CXCR4._centroblast.r6","Tonsil:b_cell:cxcr4._centroblast.1","CXCR4pos (centroblast) and CXCR4neg (centrocyte) Human Germinal Center B cells","GSM381339","GSE15271","tonsil_r6","19494283","B_cell","B cell","B cell"
"735","Hs.45.tonsil.B_cell.CXCR4._centroblast.r7","Tonsil:b_cell:cxcr4._centroblast.2","CXCR4pos (centroblast) and CXCR4neg (centrocyte) Human Germinal Center B cells","GSM381341","GSE15271","tonsil_r7","19494283","B_cell","B cell","B cell"
"736","Hs.45.tonsil.B_cell.CXCR4._centroblast.r8","Tonsil:b_cell:cxcr4._centroblast.3","CXCR4pos (centroblast) and CXCR4neg (centrocyte) Human Germinal Center B cells","GSM381343","GSE15271","tonsil_r8","19494283","B_cell","B cell","B cell"
"737","Hs.45.tonsil.B_cell.CXCR4._centroblast.r11","Tonsil:b_cell:cxcr4._centroblast.4","CXCR4pos (centroblast) and CXCR4neg (centrocyte) Human Germinal Center B cells","GSM381345","GSE15271","tonsil_r11","19494283","B_cell","B cell","B cell"
"738","Hs.45.tonsil.B_cell.CXCR4._centrocyte.r6","Tonsil:b_cell:cxcr4._centrocyte.1","CXCR4pos (centroblast) and CXCR4neg (centrocyte) Human Germinal Center B cells","GSM381340","GSE15271","tonsil_r6","19494283","B_cell","B cell","B cell"
"739","Hs.45.tonsil.B_cell.CXCR4._centrocyte.r7","Tonsil:b_cell:cxcr4._centrocyte.2","CXCR4pos (centroblast) and CXCR4neg (centrocyte) Human Germinal Center B cells","GSM381342","GSE15271","tonsil_r7","19494283","B_cell","B cell","B cell"
"740","Hs.45.tonsil.B_cell.CXCR4._centrocyte.r8","Tonsil:b_cell:cxcr4._centrocyte.3","CXCR4pos (centroblast) and CXCR4neg (centrocyte) Human Germinal Center B cells","GSM381344","GSE15271","tonsil_r8","19494283","B_cell","B cell","B cell"
"741","Hs.45.tonsil.B_cell.CXCR4._centrocyte.r11","Tonsil:b_cell:cxcr4._centrocyte.4","CXCR4pos (centroblast) and CXCR4neg (centrocyte) Human Germinal Center B cells","GSM381346","GSE15271","tonsil_r11","19494283","B_cell","B cell","B cell"
"742","Hs.22.Gametocytes.oocyte.r1","Gametocytes:oocyte.1","Human metaphase II oocytes","GSM304260","GSE12034","human oocyte, biological rep1","16968779","Gametocytes","gameto","gameto"
"743","Hs.22.Gametocytes.oocyte.r2","Gametocytes:oocyte.2","Human metaphase II oocytes","GSM304261","GSE12034","human oocyte, biological rep2","16968779","Gametocytes","gameto","gameto"
"744","Hs.22.Gametocytes.oocyte.r3","Gametocytes:oocyte.3","Human metaphase II oocytes","GSM304262","GSE12034","human oocyte, biological rep3","16968779","Gametocytes","gameto","gameto"
"745","Hs.98.Gametocytes.spermatocyte.r2","Gametocytes:spermatocyte.1","Normal human spermatozoa","GSM158468","GSE6872","Normospermic individual: Sample N2","17327269","Gametocytes","gameto","gameto"
"746","Hs.98.Gametocytes.spermatocyte.r4","Gametocytes:spermatocyte.2","Normal human spermatozoa","GSM158470","GSE6872","Normospermic individual: Sample N4","17327269","Gametocytes","gameto","gameto"
